epoch,acc,loss,val_acc,val_loss
0,0.316211577474,0.0550209413416,0.341758721819,0.053599562468
1,0.376938679986,0.0522584664414,0.371466017609,0.0523245463724
2,0.418942112665,0.0501855184032,0.40161018534,0.0514778980845
3,0.459229208926,0.047881455502,0.418148910935,0.0505959705643
4,0.500858168202,0.0453380897873,0.430069275396,0.0505138370629
5,0.541925417393,0.0426424477378,0.447107283275,0.0497288292788
6,0.576720237178,0.0399640150216,0.457155339181,0.0497976344095
7,0.611046965211,0.0374145648836,0.459214878621,0.0503619194595
8,0.640692775793,0.0350743350256,0.465892779111,0.0507354386079
9,0.670151349666,0.032883676446,0.465518317415,0.0511300010387
10,0.734435949452,0.0274462672781,0.477563502461,0.0506792889124
11,0.749165236387,0.026244901744,0.480184734454,0.050751522607
12,0.755999375881,0.0255789140701,0.483367658986,0.0508414396746
13,0.768013730699,0.0246918801761,0.484116582394,0.0508038683929
14,0.769105944771,0.0245960073488,0.484990326415,0.0508088914113
15,0.770010922144,0.0245311925423,0.485676839552,0.0508333100184
16,0.771383991268,0.0244269980833,0.485489608697,0.0508361668737
